Title,Link,Author Keywords,Index Keywords
"SUDS, LID, BMPs, WSUD and more – The evolution and application of terminology surrounding urban drainage","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940437411&doi=10.1080%2f1573062X.2014.916314&partnerID=40&md5=e23de467acce03f74d1763ef039895c7","alternative techniques; best management practices (BMPs); green infrastructure (GI); integrated urban water management (IUWM); Joint Committee on Urban Drainage (JCUD); low impact development (LID); low impact urban design and development (LIUDD); source control; stormwater control measures (SCMs); sustainable urban drainage systems (SUDS); terminology; urban drainage; urban stormwater management; water sensitive urban design (WSUD)","best management practice; integrated approach; stormwater; sustainable development; urban design; urban development; urban drainage; water management"
"Effectiveness of low impact development practices: Literature review and suggestions for future research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865488482&doi=10.1007%2fs11270-012-1189-2&partnerID=40&md5=c140f6603b9c09a005efe620e31ae569","Diffuse pollution; Environmental impact; Modeling; Runoff; Urban water planning; Water quality","Beneficial use; Computational model; Control measures; Diffuse pollution; Illustrative examples; Land development; Literature reviews; Low impact development; Micro-scales; Quality models; Research opportunities; Storm water runoff; Stormwaters; Urban waters; Environmental impact; Models; Runoff; Water quality; Storms; runoff; storm water; development strategy; environmental impact; modeling; runoff; stormwater; urban planning; water planning; water quality; adsorption; algorithm; article; decision support system; environmental protection; hydrology; land use; low impact development; mathematical model; simulation; water management; water pollutant; water quality"
"The structuration of socio-technical regimes - Conceptual foundations from institutional theory","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897614804&doi=10.1016%2fj.respol.2013.10.010&partnerID=40&md5=d2a1f43944ddff39a3b7f4a4a9b59f90","Australian urban water sector; Institutional logics; Institutionalization; Multi-level perspective; Socio-technical regime; Sustainability transitions","System stability; Institutional logic; Institutionalization; Multilevels; Socio-technical regimes; Sustainability transition; Urban waters; Trace elements"
"Water on an urban planet: Urbanization and the reach of urban water infrastructure","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905186776&doi=10.1016%2fj.gloenvcha.2014.04.022&partnerID=40&md5=3fabefc3f52cfd859886f84256a16be3","Cities; Cross-basin transfer; Desalination; Groundwater; Surface water; Water security","desalination; global economy; hydrological modeling; land surface; surface water; urban growth; water stress"
"Decision scaling: Linking bottom-up vulnerability analysis with climate projections in the water sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866982350&doi=10.1029%2f2011WR011212&partnerID=40&md5=484f19c5cd084c9dd8f73cabec7512b0",,"Assessment process; Best estimates; Climate change projections; Climate information; Climate projection; Decision process; Future climate; Multiple source; Response functions; Stochastic analysis; Stochastic assessment; Three-step process; Urban water supply system; Vulnerability analysis; Vulnerability assessments; Water sector; Climate change; Stochastic systems; Water supply; Water supply systems; Risk assessment; climate change; decision making; estimation method; numerical model; risk assessment; stochasticity; vulnerability; water industry; water supply"
"Emerging solutions to the water challenges of an urbanizing world","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971597466&doi=10.1126%2fscience.aad8641&partnerID=40&md5=6e5907932d6073bb718e9bdd0cd3a614",,"drinking water; storm water; water; waste water; aquatic ecosystem; drinking water; flooding; policy analysis; public health; stormwater; sustainability; urban area; urban planning; urbanization; water management; water resource; catchment; environmental protection; flooding; fluid intake; policy; priority journal; recycling; Review; urban hygiene; urbanization; waste management; waste water; waste water management; water management; water pollution control; water supply; Africa; Asia; city; human; population growth; waste water; water supply; Africa; Asia; Africa; Asia; Cities; Drinking Water; Humans; Population Growth; Urbanization; Waste Water; Water Resources; Water Supply"
"Comparison of multiple linear and nonlinear regression, autoregressive integrated moving average, artificial neural network, and wavelet artificial neural network methods for urban water demand forecasting in Montreal, Canada","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856246099&doi=10.1029%2f2010WR009945&partnerID=40&md5=a227e9a4d9456e61b17365c8e6734a76",,"Artificial Neural Network; Auto-regressive integrated moving average; Coefficient of determination; Daily water demand; Efficiency index; Key variables; Lead time; Maximum temperature; Montreal , Canada; Multiple linear regressions; Multiple nonlinear regression; Network models; Non-linear regression; Relative performance; Root mean square errors; Summer months; Sustainable management; Total precipitation; Urban water supply system; Urban waters; Discrete wavelet transforms; Forecasting; Linear regression; Mean square error; Water conservation; Water supply; Water supply systems; Neural networks; artificial neural network; comparative study; cost-benefit analysis; diurnal variation; linearity; nonlinearity; optimization; precipitation (climatology); sustainable development; water demand; water supply; wavelet analysis; Canada; Montreal; Quebec [Canada]"
"Towards sustainable urban water management: A critical reassessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888846092&doi=10.1016%2fj.watres.2013.07.046&partnerID=40&md5=72b51eff77ee67409e213f97c158e801","Infrastructure management; Sustainable urban water management; Systems transitions","Climate change; Economics; Population statistics; Risk perception; Water management; Critical assessment; Environmental strain; Hybridisation process; Infrastructure managements; Infrastructure systems; Perceptions of risks; Urban water management; Urban water systems; Urban growth; drinking water; ground water; rain; storm water; surface water; cost-benefit analysis; critical analysis; infrastructural development; numerical model; risk perception; socioeconomic conditions; sustainability; urban area; water management; article; capital; financial management; hybridization; investment; predictive value; priority journal; sustainable urban water management; urban area; waste disposal; water contamination; water cycle; water management; water supply; Infrastructure management; Sustainable urban water management; Systems transitions; Conservation of Natural Resources; Urbanization; Water Supply"
"The urban forest and ecosystem services: Impacts on urban water, heat, and pollution cycles at the tree, street, and city scale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957558439&doi=10.2134%2fjeq2015.11.0567&partnerID=40&md5=cec7be9c3e6fdb7ffd28fb3a4d6c6896",,"Air quality; Biogeochemistry; Ecosystems; Floods; Nutrients; Runoff; Storm sewers; Storms; Urban planning; Volatile organic compounds; Water pollution; Water quality; Biogeochemical cycle; Canopy interception; Ecosystem services; Environmental challenges; Environmental services; Global perspective; Particulate pollution; Water quality improvements; Forestry; ozone; rain; storm water; volatile organic compound; water; air pollutant; air quality; Article; biofilter; biogeochemical cycle; canopy; city; climate; cooling; ecosystem; environmental impact; environmental planning; forest; heat; landscape; manager; microclimate; nutrient uptake; pedestrian; pollution; shade; soil; urban area; water pollution; water quality; water transport; wellbeing; heat; human; pollutant; tree; Cities; Ecosystem; Environmental Pollutants; Forests; Hot Temperature; Humans; Trees; Water"
"Urban water demand forecasting: Review of methods and models","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892846694&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000314&partnerID=40&md5=a47b41d842871eee1514ed6e1e171aea","Decision making; Forecasting; Time series; Uncertainty; Urban water demand","Decision-making problem; Demand forecast; Econometric model; Probabilistic forecasting; Short-term forecasting; Strategic decisions; Uncertainty; Urban waters; Decision making; Neural networks; Time series; Forecasting; artificial neural network; decision making; econometrics; forecasting method; numerical model; time series analysis; uncertainty analysis; urban area; water demand"
"Beyond the ocean: Contamination of freshwater ecosystems with (micro-)plastic particles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942568706&doi=10.1071%2fEN14172&partnerID=40&md5=6de301c21b28f3090d71617ef30db34a","emerging contaminants; freshwater ecosystems; lakes; plastic debris; plastic separation; polymer identification; rivers; sediment; urban water.","adsorption; aquatic organism; bioaccumulation; freshwater ecosystem; lake pollution; particulate matter; plastic; pollution effect; polymer; river bank; river pollution; river water; sediment analysis; suspended load"
"Urban flood impact assessment: A state-of-the-art review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919876748&doi=10.1080%2f1573062X.2013.857421&partnerID=40&md5=a856a2897bd31cde1b7266755cfbb18f","impact assessment; resilience; urban flooding; urban water management",
"Emerging contaminants of public health significance as water quality indicator compounds in the urban water cycle","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902988770&doi=10.1016%2fj.envint.2014.05.025&partnerID=40&md5=b23f3470d7ae06be1c586ce93c51a0d0","Emerging organic contaminants; Health impacts; Pesticides; Review; Urban water cycle; Water reuse","Contrast media; Groundwater; Health; Natural attenuation; Pesticides; Population statistics; Reviews; Surface waters; Wastewater reclamation; Wastewater treatment; Water conservation; Water quality; Anthropogenic activity; Emerging organic contaminants; Health impact; Urban waters; Veterinary pharmaceuticals; Water quality indicators; Water reuse; X ray contrast media; Water pollution; 4 nonylphenol; 4 tert octylphenol; 4,4' isopropylidenediphenol; antibiotic agent; atrazine; benzothiazole derivative; benzotriazole derivative; benzyl paraben; chlorpyrifos; contrast medium; endocrine disruptor; estrone; fipronil; flame retardant; galaxolide; hormone; iopromide; microcystin; paracetamol; pesticide; pesticide residue; phthalic acid; plasticizer; sulfamethoxazole; surface water; surfactant; sweetening agent; terbutylazine; veterinary drug; anthropogenic source; health impact; health status; holistic approach; human activity; organic pollutant; pesticide; pollution effect; population density; public health; urbanization; water quality; China; effluent; genotoxicity; Germany; health hazard; human; immunotoxicity; neurotoxicity; nonhuman; organic pollution; priority journal; review; Singapore; United States; urban water cycle; waste water recycling; water contamination; water cycle; water flow; water pollutant; water quality; water supply; Emerging organic contaminants; Health impacts; Pesticides; Review; Urban water cycle; Water reuse; California; China; Cities; Cosmetics; Drinking Water; Endocrine Disruptors; Environmental Monitoring; Germany; Humans; Organic Chemicals; Pesticides; Pharmaceutical Preparations; Public Health; Singapore; Water Cycle; Water Pollutants, Chemical; Water Quality"
"Is biological treatment a viable alternative for micropollutant removal in drinking water treatment processes?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885377590&doi=10.1016%2fj.watres.2013.07.015&partnerID=40&md5=e9f246a5bb2a71e4fc53c4f3fab9ab29","Bioaugmentation; Biologically active sand filter; Co-metabolic transformation; Groundwater; Metabolic degradation; Pesticides; Pharmaceuticals; Surface water; Xenobiotics","Biochemical engineering; Biochemistry; Cost effectiveness; Drug products; Groundwater; Metabolism; Pesticides; Pollution control; Potable water; Surface waters; Bio-augmentation; Metabolic degradation; Metabolic transformations; Sand filter; Xenobiotics; Water treatment; activated carbon; drinking water; ground water; pesticide; surface water; anthropogenic effect; bioactivity; drinking water; drug; filter; groundwater resource; hydrological cycle; industrialization; literature review; pesticide; policy making; pollutant removal; research work; transformation; water treatment; xenobiotics; bacterial growth; biodegradation; bioremediation; biotransformation; cell density; disinfection; filtration; flocculation; limit of detection; microbial community; microbial consortium; nonhuman; oxidation; priority journal; review; sedimentation; waste component removal; water contamination; water cycle; water pollutant; water supply; water treatment; Bioaugmentation; Biologically active sand filter; Co-metabolic transformation; Groundwater; Metabolic degradation; Pesticides; Pharmaceuticals; Surface water; Xenobiotics; Environmental Monitoring; Water Pollutants, Chemical; Water Purification; Water Supply"
"Methane emission during municipal wastewater treatment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861330644&doi=10.1016%2fj.watres.2012.04.024&partnerID=40&md5=5bb43f7ef4f41ab889438201ca575c24","Activated sludge; Climate footprint; Digestion; Greenhouse gas; Methane","Anaerobic digestion; Bioactivity; Carbon dioxide; Fossil fuels; Gas emissions; Global warming; Greenhouse gases; Methane; Wastewater treatment; Water management; Activated sludge; Activated sludge reactors; Carbon dioxide emissions; Climate footprints; Municipal wastewater treatment; Municipal wastewater treatment plants; Municipal wastewaters; Urban water management; Sludge digestion; biogas; fossil fuel; methane; abatement cost; activated sludge; anoxic conditions; biogas; carbon dioxide; carbon emission; ecological footprint; fossil fuel; fuel consumption; greenhouse gas; methane; sustainability; urban drainage; wastewater; water management; water treatment; activated sludge; anaerobic digestion; article; carbon footprint; energy; priority journal; reactor; sludge digestion; waste water management"
"Bacterial diversity and antibiotic resistance in water habitats: Searching the links with the human microbiome","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903955388&doi=10.1111%2f1574-6976.12062&partnerID=40&md5=c06fc2134277fd672a1b2439ab091ec6","Contaminant resistome; Drinking water; Microbiome intersections; Natural resistome; Urban water cycle; Wastewater","drinking water; surface water; water; antibiotic resistance; biodiversity; gene transfer; habitat; human; microbiome; nonhuman; review; soil; urban area; waste water; water cycle; contaminant resistome; drinking water; microbiome intersections; natural resistome; urban water cycle; wastewater; Bacterial Physiological Phenomena; Biodiversity; Drug Resistance, Bacterial; Drug Resistance, Microbial; Ecosystem; Humans; Water Microbiology"
"Hydrological modelling of urbanized catchments: A review and future directions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937779568&doi=10.1016%2fj.jhydrol.2015.06.028&partnerID=40&md5=3d9b76309f13929e7d9543f11ca58a22","Hydrological modelling; Urban catchment; Urban hydrology","Hydrology; Remote sensing; Runoff; Spatial distribution; Waterworks; Computational technique; Distributed calibration; Hydrological modelling; Process-based approach; Spatial and temporal resolutions; Temporal and spatial scale; Urban catchment; Urban hydrology; Catchments; catchment; computer simulation; data assimilation; digitization; future prospect; hydraulics; hydrological modeling; pipe; runoff; spatial distribution; spatiotemporal analysis; urbanization"
"Urban rainwater harvesting systems: Research, implementation and future perspectives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014432700&doi=10.1016%2fj.watres.2017.02.056&partnerID=40&md5=884b5b51f44277a149ee53225ee6b924","Rainwater harvesting; Stormwater management; Sustainable urban water systems; Water conservation; Water efficiency","Harvesting; Rain; Social aspects; Water conservation; Economic constraints; Rain water harvesting; Rainwater harvesting system; Storm-water managements; Systems implementation; Technology selection; Urban water systems; Water efficiency; Economic and social effects; metal; rain; economic analysis; future prospect; rainwater; regulatory approach; research work; sustainable development; urban area; water management; water technology; water use; Africa; Asia; Australia; community participation; Europe; harvesting; nutrient; priority journal; public policy; quality control; Review; social acceptance; urban area; water contamination; water quality; Western Hemisphere; city; economics; environmental protection; water supply; Cities; Conservation of Natural Resources; Rain; Water Supply"
"A critical review of integrated urban water modelling - Urban drainage and beyond","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892641700&doi=10.1016%2fj.envsoft.2013.12.018&partnerID=40&md5=dc82c7227d23a57658eea223cfe3efe6","Decision support; Integrated urban water management (IUWM); Inter-disciplinary modelling; Model integration; Uncertainty; Urban water systems","Decision supports; Integrated urban water management; Model integration; Uncertainty; Urban water systems; Decision support systems; Integration; Water supply; Waterworks; Uncertainty analysis; calibration; critical analysis; decision support system; hydrological modeling; integrated approach; interdisciplinary approach; numerical model; optimization; participatory approach; socioeconomic conditions; software; typology; uncertainty analysis; urban drainage; water management; water supply"
"How should robustness be defined for water systems planning under change?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939499206&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000509&partnerID=40&md5=3c6290e95e0e1a2f458ff6f9d4ec9b32",,"Decision making; Importance sampling; Taxonomies; Uncertainty analysis; Water supply; Waterworks; Alternative generation; Bottom up approach; Performance requirements; Performance trade-off; Problem formulation; Robustness analysis; Robustness measures; Water systems planning; Sensitivity analysis; bottom-up approach; decision making; sensitivity analysis; stakeholder; water planning; water supply; North Carolina; United States"
"Balancing water sustainability and public health goals in the face of growing concerns about antibiotic resistance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891783585&doi=10.1021%2fes403883p&partnerID=40&md5=069cedf5db3380530713f8ff8b0d2e8b",,"Bacteriology; Effluents; Risk assessment; Sustainable development; Wastewater reclamation; Water conservation; Water supply; Antibiotic resistance; Antibiotic resistance genes; Antibiotic-resistant bacteria; Antimicrobial resistances; Contributing factor; Unintended consequences; Wastewater effluents; Water sustainability; Antibiotics; antibiotic agent; water; antiinfective agent; waste water; water pollutant; antibiotic resistance; epidemiology; infectious disease; investment; public health; risk assessment; sustainability; urban planning; water quality; antibiotic resistance; article; goal attainment; human; human activities; medical research; nonhuman; risk assessment; waste water management; water management; water supply; water treatment; bacterium; environmental protection; microbiology; motivation; public health; waste water; water pollutant; water supply; Anti-Bacterial Agents; Bacteria; Conservation of Natural Resources; Drug Resistance, Bacterial; Goals; Public Health; Waste Water; Water Microbiology; Water Pollutants; Water Supply"
"A changing framework for urban water systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878773489&doi=10.1021%2fes4007096&partnerID=40&md5=5db28864e65aed8a946d1010dd1bf460",,"runoff; sea water; urban area; water resource; water supply; article; urban area; waste water; water availability; water management; water supply; water treatment; Cities; Sanitary Engineering; Seawater; Waste Disposal, Fluid; Waste Water; Water Purification; Water Supply"
"End use water consumption in households: Impact of socio-demographic factors and efficient devices","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885431830&doi=10.1016%2fj.jclepro.2011.08.006&partnerID=40&md5=75d6dbe7aba0b2ce287b5211199d386b","Conservation attitudes; Smart metering; Urban water; Water demand management; Water efficiency; Water end use; Water micro-component","Efficiency; Investments; Population statistics; Conservation attitudes; Smart metering; Urban waters; Water Demand Management; Water efficiency; Water end use; Water micro components; Water supply"
"Reclamation of used urban waters for irrigation purposes - A review of treatment technologies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875818553&doi=10.1016%2fj.jenvman.2013.03.012&partnerID=40&md5=62e9c3c7b7f9a4fe2261dbb7012bcab1","Irrigation; Reclamation; Treated effluent; Urban wastewater; Water reuse technologies","effluent; literature review; recycling; standard (regulation); wastewater; water quality; water resource; water treatment; agriculture; effluent; irrigation (agriculture); review; technology; water quality; water supply; water treatment; Agricultural Irrigation; Conservation of Natural Resources; Waste Disposal, Fluid"
"Oxidation Processes in Water Treatment: Are We on Track?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046416075&doi=10.1021%2facs.est.8b00586&partnerID=40&md5=341f35f93d8d25c360748974dde2a029",,"Byproducts; Disinfection; Knowledge based systems; Linear transformations; Ozone water treatment; Reaction kinetics; Biological effects; Chemical oxidants; Disinfection by-product; Organic contaminant; Organic micro-pollutants; Oxidation process; Transformation products; Water treatment systems; Oxidation; bromate; bromide; drinking water; hydrogen peroxide; ozone; water; disinfection; inorganic compound; organic compound; oxidant; reaction kinetics; toxicology; transformation; ultraviolet radiation; water treatment; adsorption; adverse outcome; aerobic metabolism; chemical reaction kinetics; disinfection; electrochemical analysis; energy consumption; kinetics; oxidation; oxidation kinetics; ozonation; pH; photocatalysis; pollutant; reaction analysis; Review; ultraviolet radiation; waste water management; waste water recycling; water cycle; water treatment; oxidation reduction reaction; water management; water pollutant; Oxidation-Reduction; Ozone; Water; Water Pollutants, Chemical; Water Purification"
"Opportunities and challenges of the Sponge City construction related to urban water issues in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012277806&doi=10.1007%2fs11430-016-0111-8&partnerID=40&md5=d087927479f197a70eb5b117b0d7ab98","China; Integrated water system approach; Opportunities and challenges; Sponge City; Waterlogging","Environmental technology; Hydrology; Lakes; Municipal engineering; Social sciences computing; Urban growth; Water management; Water resources; Water tanks; Waterworks; Wetlands; China; Opportunities and challenges; Sponge City; Water system; Waterlogging; Drainage; future prospect; integrated approach; road construction; stormwater; urban development; urban planning; urbanization; waterlogging; China"
"How can urban water bodies be designed for climate adaptation?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857444123&doi=10.1016%2fj.landurbplan.2011.11.018&partnerID=40&md5=a15b1c8c95ed1b6687e53f768b6fc331","Land surface temperature; Landscape design; Microclimate; Urban cooling island; Urban heat island","Land surface temperature; Landscape design; Microclimate; Urban cooling island; Urban heat island; Atmospheric temperature; Design; Efficiency; Population statistics; Urban growth; correlation; decision making; geometry; heat island; land cover; microclimate; population growth; surface temperature; urban planning; urbanization; Beijing [China]; China"
"Water competition between cities and agriculture driven by climate change and urban growth","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048511426&doi=10.1038%2fs41893-017-0006-8&partnerID=40&md5=46b52e4c7f6baa9897b7aac868b0ade8",,"Agriculture; Surface waters; Urban growth; Water supply; Agricultural sector; Agricultural water use; Distribution of water; Intergovernmental panel on climate changes; Modelling framework; Urban surface waters; Urban water securities; Water availability; Climate change"
"Stream-flow forecasting using extreme learning machines: A case study in a semi-arid region in Iraq","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994591754&doi=10.1016%2fj.jhydrol.2016.09.035&partnerID=40&md5=782ad3da6e6f5c868a9e9e5c03d7fdec","Extreme learning machine; Generalized regression neural network; Iraq; Semi-arid; Stream-flow forecasting; Support vector regression","Economics; Feedforward neural networks; Forecasting; Information management; Knowledge acquisition; Learning systems; Mean square error; Network layers; Neural networks; Regression analysis; Rivers; Sustainable development; Water conservation; Water management; Water quality; Water resources; Extreme learning machine; Generalized regression neural networks; Iraq; Semi arid; Streamflow forecasting; Support vector regression (SVR); Stream flow; algorithm; artificial neural network; autocorrelation; discharge; forecasting method; hydrological modeling; machine learning; semiarid region; streamflow; support vector machine; water management; water quality; water resource; water yield; Iraq; Tigris River"
"Water-energy-greenhouse gas nexus of urban water systems: Review of concepts, state-of-art and methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902465986&doi=10.1016%2fj.resconrec.2014.05.007&partnerID=40&md5=cab04a3403cc77d8f71789796d25970e","Decentralized water systems; Fit for purpose water strategy; Urban water system; Water-energy-greenhouse gas (GHG) nexus","Water supply; Waterworks; Data and information; Decentralized water systems; Fit for purpose; Integrated urban water systems; Systematic framework; Urban water systems; Wastewater services; Water-energy-greenhouse gas (GHG) nexus; Greenhouse gases; ground water; demand analysis; greenhouse gas; literature review; recycling; wastewater; water availability; water demand; water supply; water use; carbon footprint; centralization; decentralization; environmental impact; greenhouse gas; review; urban area; waste water management; water availability; water supply"
"Urban water quality prediction based on multi-task multi-view learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006165885&partnerID=40&md5=01c826bc652489b276db517cca05e0c7",,"Alignment; Artificial intelligence; Forecasting; Pollution control; Stream flow; Water pollution; Water quality; Different domains; Learning models; Multi-view learning; Multiple data sets; Real-world datasets; Spatial correlations; Temporal information; Urban water qualities; Water pollution control"
"Urban water demand forecasting and uncertainty assessment using ensemble wavelet-bootstrap-neural network models","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885070735&doi=10.1002%2fwrcr.20517&partnerID=40&md5=b49c5c9fdcccc6fb82ab7a26b93ce27f","artificial neural networks; bootstrap; Canada; forecasting; uncertainty; urban water management; water demand; wavelet transform","bootstrap; Canada; uncertainty; Urban water management; Water demand; Neural networks; Water management; Wavelet analysis; Wavelet transforms; Forecasting; artificial neural network; bootstrapping; data set; forecasting method; precipitation (climatology); uncertainty analysis; water demand; water management; wavelet analysis; Canada; Montreal; Quebec [Canada]"
"Application of predictive control strategies to the management of complex networks in the urban water cycle","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027894003&doi=10.1109%2fMCS.2012.2225919&partnerID=40&md5=9d5b5bc8ee364eb3f31b570c88417b20",,
"Fit-for-purpose governance: A framework to make adaptive governance operational","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864070866&doi=10.1016%2fj.envsci.2012.06.010&partnerID=40&md5=ac00a7c0fa9d75b39720c2aefeafbfb1","Adaptive governance; Environmental resource management; Fit-for-purpose governance; Operationalisation; Uncertainty","adaptive environmental management; article; climate change; community; decision making; economic aspect; ecosystem; environmental management; governance; government; human; landscape; leadership; natural disaster; physician; policy; politics; priority journal; river; social learning; society; water supply; weather"
"Impacts of urbanisation on hydrological and water quality dynamics, and urban water management: a review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978066560&doi=10.1080%2f02626667.2015.1128084&partnerID=40&md5=f8bf8cbd38165c66065280614082e01f","infrastructure; land-use change; scale; urban hydrology; water quality; water resources","Dynamics; Forestry; Hydrology; Land use; Runoff; Urban planning; Water management; Water quality; Water resources; Environmental quality; Heterogeneous landscapes; infrastructure; Land-use change; scale; Urban hydrology; Urban water management; Water quality dynamics; Infiltration; evapotranspiration; infiltration; infrastructure; land use change; urbanization; water management; water quality; water resource"
"An experimental test of voluntary strategies to promote urban water demand management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871799032&doi=10.1016%2fj.jenvman.2012.10.027&partnerID=40&md5=5554050a93563d6d8825e3ee2a652527","Demand management; Descriptive norms; Education; Feedback; Water conservation; Water end use","demand-side management; experimental study; growth curve; participatory approach; voluntary approach; water demand; water management; water planning; water use; article; Australia; controlled study; experimental study; household; metric system; urban area; water management; Cities; Conservation of Natural Resources; Humans; Models, Statistical; Queensland; Social Control, Informal; Urban Population; Voluntary Programs; Water Supply; Australia; Queensland"
"Near real-time flood detection in urban and rural areas using high-resolution synthetic aperture radar images","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864288441&doi=10.1109%2fTGRS.2011.2178030&partnerID=40&md5=490feb5a52f283a2c30abef946c7c04b","Algorithms; hydrology; image processing; simulation","Automatic algorithms; Detection algorithm; False positive rates; High resolution; High resolution synthetic aperture radar; Object classification; Satellite data; Segmentation techniques; simulation; TerraSAR-X; Urban and rural areas; Urban areas; Urban waters; Algorithms; Hydrology; Image processing; Pixels; Satellites; Synthetic aperture radar; Rural areas; accuracy assessment; algorithm; data set; flood control; flooding; image classification; pixel; real time; rural area; satellite data; synthetic aperture radar; TerraSAR-X; urban area"
"From IWRM back to integrated water resources management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904057917&doi=10.1080%2f07900627.2013.851521&partnerID=40&md5=4431217acfb76d09ed60a48221d0cd1f","basin; groundwater; integrated water management; water allocation; water pricing","Groundwater; basin; Groundwater management; Integrated water management; Integrated Water Resources Management; Prescriptive principles; Water allocations; Water management systems; Water pricing; Water management; groundwater resource; holistic approach; integrated approach; policy reform; pricing policy; resource allocation; water management; water resource; China; India"
"The impacts of urbanisation and climate change on urban flooding and urban water quality: A review of the evidence concerning the United Kingdom","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022085897&doi=10.1016%2fj.ejrh.2017.06.006&partnerID=40&md5=a705a14f1ec8823921567fe69cf3e1c9","Brexit; Climate change; Hydrology; United Kingdom; Urbanisation; Water quality; WFD",
"Water resource systems planning and management: An introduction to methods, models, and applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054424945&doi=10.1007%2f978-3-319-44234-1&partnerID=40&md5=fc80c5cdbfc209d724683d18d20598bd",,"Quality management; Management challenges; Management projects; Multi objective; Project identification; Systems approach; Water quantities; Water resource planning; Water resource systems; Water resources"
"Tracking artificial sweeteners and pharmaceuticals introduced into urban groundwater by leaking sewer networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861134442&doi=10.1016%2fj.scitotenv.2012.04.059&partnerID=40&md5=35460f157448dbd573d53b0003180b44","Artificial sweeteners; Iodinated X-ray contrast media; Pharmaceuticals; Sewer leakage; Urban groundwater; Wastewater","Analytical detection; Artificial sweeteners; Carbamazepine; Condition-monitoring data; Contrast medium; Groundwater fluxes; Iodinated X-ray contrast media; Mass balance; Observation wells; Peak concentrations; Pipeline leakage; Quantitative information; Sewer networks; Temporal trends; Urban groundwater; Urban water management; Wastewater composition; Amides; Condition monitoring; Contrast media; Drug products; Food additives; Sewage; Sewers; Spatial distribution; Sugar substitutes; Wastewater; Water management; Wells; X rays; Groundwater; acesulfame; carbamazepine; diatrizoate; drug; ground water; sweetening agent; concentration (composition); drug; environmental monitoring; groundwater; leakage; mass balance; sewer network; spatial distribution; temporal analysis; tracer; trend analysis; urban area; water management; article; chemical analysis; chemical composition; environmental monitoring; hospital waste; leaking sewer network; prediction; priority journal; sewage; sewer; urban area; waste water management; water pollutant; water pollution; Chromatography, Liquid; Cities; Environmental Monitoring; Germany; Groundwater; Ions; Pharmaceutical Preparations; Seasons; Sewage; Solid Phase Extraction; Spectrometry, Mass, Electrospray Ionization; Sweetening Agents; Tandem Mass Spectrometry; Waste Disposal, Fluid; Water Pollutants, Chemical"
