Title,Link,Author Keywords,Index Keywords
"Identification of sewage markers to indicate sources of contamination: Low cost options for misconnected non-stormwater source tracking in stormwater systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051364613&doi=10.1016%2fj.scitotenv.2018.07.448&partnerID=40&md5=a9b553fefaf0933a3578fcda04df9edb","Chemical markers; Misconnections; Source tracking; Stormwater sewers; Wastewater contamination","Catchments; Chlorine compounds; Contamination; Costs; Glycerol; Oligosaccharides; Potassium; Potassium chloride; Sewage; Sodium compounds; Storm sewers; Storms; Wastewater treatment; Benchmark concentrations; Chemical markers; Isomalto-oligosaccharides; Misconnections; Source tracking; Stormwater sewers; Wastewater treatment facilities; Wastewater treatment process; Industrial water treatment; acesulfame; acetic acid; ammonia; ascorbic acid; benzoic acid; butyric acid; caffeine; chloride; clarithromycin; formaldehyde; fructose; fumaric acid; glucose; glycerol; lactic acid; malic acid; maltose; oligosaccharide; oxalic acid; potassium; propionic acid; pyruvic acid; sodium; sorbic acid; storm water; succinic acid; tartaric acid; theanine; unindexed drug; vanillic acid; concentration (composition); pollutant source; sewage; sewer network; stormwater; tracking; urban area; wastewater treatment; wastewater treatment plant; water pollution; analytic method; Article; beverage; chemical analysis; China; concentration (parameters); priority journal; sewage; urban area; waste water management; water analysis; water contamination; water supply; China; Taihu"
"Identifying and ranking CSFs for KM implementation in urban water and sewage companies using ISM-DEMATEL technique","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058135038&doi=10.1108%2fJKM-05-2018-0321&partnerID=40&md5=360472d8fe9f37cbac1d0303cc38b794","Critical success factors; Iranian urban water and sewage companies; ISM-DEMATEL technique; Knowledge management",
"Nationwide simulation of water, energy, and food nexus: Case study in South Korea and Indonesia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056164573&doi=10.1016%2fj.jher.2018.10.003&partnerID=40&md5=1e97282de92c0033d48b8abc5d5fb1ad","Feedback analysis; Resources security; System dynamics analysis; WEF Nexus; WEFSiM","Decision support systems; Investments; Reliability analysis; System theory; Feedback analysis; Resources security; System Dynamics; WEF Nexus; WEFSiM; Water resources; algorithm; computer simulation; energy use; food supply; water availability; Indonesia; South Korea"
"Building effective Planning Support Systems for green urban water infrastructure—Practitioners’ perceptions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050654182&doi=10.1016%2fj.envsci.2018.06.011&partnerID=40&md5=6cb8fa69219cb11195b2597a296eb3bc","Implementation gap; Low impact development; Planning Support Systems; Strategic planning; Urban planning; Water sensitive urban design","storm water; Article; city planning; consultation; decision making; engineering and technology; environmental impact; environmental planning; interview; low impact development; perception; planning support system; priority journal; strategic planning; water quality; water sensitive urban design"
"Management effectiveness assessment in wastewater treatment plants through a new water footprint indicator","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053083425&doi=10.1016%2fj.jclepro.2018.07.062&partnerID=40&md5=b946bef6b1702db86115a370fc651185","Blue water footprint; Grey water footprint; Wastewater treatment plants; Water footprint assessment; Water management","Efficiency; Human resource management; Quality control; Reclamation; Sewage pumping plants; Sustainable development; Wastewater disposal; Wastewater treatment; Water management; Water quality; Water treatment; Water treatment plants; Blue water; Ecological and economic; Freshwater managements; Grey waters; Management effectiveness; Treatment and disposal; Wastewater treatment plants; Water footprint; Effluents"
"Integrated modelling of stormwater treatment systems uptake","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048128249&doi=10.1016%2fj.watres.2018.05.037&partnerID=40&md5=0a39b0220a930559d1ff307c465cfa01","Agent-based modelling; Cost-benefit analysis; Exploratory modelling; Urban water management; Water infrastructure planning; Water sensitive urban design","Autonomous agents; Budget control; Computational methods; Costs; Decision making; Location; Storm sewers; Storms; Urban planning; Water management; Wetlands; Agent-based modelling; Decision making process; Different decision rules; Environmental services; Melbourne , Australia; Urban water management; Water infrastructure; Water sensitive urban designs; Cost benefit analysis; storm water; rain; constructed wetland; cost-benefit analysis; decision making; greenspace; infrastructure planning; installation; service provision; urban design; water management; water planning; water treatment; Article; budget; constructed wetland; cost benefit analysis; decision making; pond; priority journal; river basin; simulation; water treatment; Australia; city; hydrology; prevention and control; procedures; theoretical model; water pollution; wetland; Australia; Cities; Hydrology; Models, Theoretical; Ponds; Rain; Water Pollution; Wetlands"
"Understanding re-distribution of road deposited particle-bound pollutants using a Bayesian Network (BN) approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047249105&doi=10.1016%2fj.jhazmat.2018.05.012&partnerID=40&md5=43d210a9a2d56a6120668f3862ebe507","Bayesian Networks; BTEX; Pollutants re-distribution; Stormwater pollutant processes; Stormwater quality","Barium compounds; Particle size; Pollution; Roads and streets; Storm sewers; Storms; BTEX; Heavy-duty traffic; Pollutant build-up; Re-distribution; Stormwater pollutants; Stormwater quality; Stormwater treatment; Urban water environments; Bayesian networks; benzene; ethylbenzene; meta xylene; ortho xylene; para xylene; storm water; styrene; toluene; Bayesian analysis; BTEX; chemical pollutant; modeling; particle size; pollutant; road; spatial distribution; stormwater; traffic emission; water quality; water treatment; air pollutant; Article; Bayes theorem; China; exhaust gas; industrial area; laboratory test; model; residential area; runoff; turbulent flow; water pollutant; water quality; wind; China; Guangdong; Shenzhen"
"A comparative study of aeration, biostimulation and bioaugmentation in contaminated urban river purification","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048950205&doi=10.1016%2fj.eti.2018.06.008&partnerID=40&md5=f02c5c91e0ed1f0b74df67819acb395f","Aeration; Bacterial community; Bioaugmentation; Bioremediation; Biostimulation",
"Assessing urbanwater management sustainability of a megacity: Case study of Seoul, South Korea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047570843&doi=10.3390%2fw10060682&partnerID=40&md5=6d0766b579bff2884a2f68109760b452","Integrated Water Resources Management; Urban resilience; Urban water cycle; Water governance; Water management sustainability","Climate change; Depreciation; Sanitation; Water management; Integrated Water Resources Management; Rapid urbanizations; Sanitation services; Seoul , South Korea; Urban resilience; Urban waters; Water governance; Willingness to pay; Sustainable development; climate change; ecosystem resilience; governance approach; hydrological cycle; integrated approach; megacity; sustainability; urbanization; water management; Seoul [South Korea]; South Korea"
"Rainwater harvesting in buildings in Brazil: A literature review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045297236&doi=10.3390%2fw10040471&partnerID=40&md5=d34bd2376a94aa19caeb82d2e71f5169","Brazil; Buildings; Investment feasibility analysis; Potablewater savings; Public policy; Rainwater usage; Sustainable urban water systems; Urban floodmitigation; Water conservation","Buildings; Harvesting; Historic preservation; Investments; Potable water; Public policy; Rain; Water management; Brazil; Feasibility analysis; Rainwater usage; Urban floodmitigation; Urban water systems; Water conservation; drinking water; environmental impact; feasibility study; harvesting; innovation; literature review; rainwater; social impact; sustainability; water availability; water management; Brazil"
"Water quality monitoring network design for urban drainage systems, an entropy method","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041114797&doi=10.1080%2f1573062X.2018.1424215&partnerID=40&md5=aee5bbae0bdadfcfbe003eb9260da28f","DE; Entropy; monitoring; optimization; urban drainage system; water quality","algorithm; drainage network; entropy; monitoring; network design; optimization; runoff; urban drainage; water quality; Iran; Tehran [Iran]; Tehran [Tehran (PRV)]"
"ASTA — A method for multi-criteria evaluation of water supply technologies to Assess the most SusTainable Alternative for Copenhagen","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033371204&doi=10.1016%2fj.scitotenv.2017.11.018&partnerID=40&md5=818b6adca931f8bc760743a15e6f72b2","Analytical hierarchy process; Desalination; Economic assessment; Freshwater withdrawal impact; Groundwater abstraction; Life-cycle assessment; Multi-criteria decision analysis; Rain- and stormwater harvesting; Ranked order distribution; Water supply","Cost benefit analysis; Decision making; Decision theory; Desalination; Economics; Environmental regulations; Environmental technology; Groundwater; Investments; Life cycle; Rain; Storms; Water conservation; Water supply; Analytical Hierarchy Process; Economic assessments; Freshwater withdrawal impact; Groundwater abstraction; Life Cycle Assessment (LCA); Multi-criteria decision analysis; Ranked order distribution; Stormwater harvesting; Sustainable development; fresh water; ground water; rain; sea water; storm water; analytical hierarchy process; decision analysis; desalination; groundwater abstraction; life cycle analysis; multicriteria analysis; rainwater; stormwater; sustainability; water supply; Article; consensus; cost benefit analysis; decision support system; Denmark; desalination; environmental sustainability; information technology; life cycle assessment; priority journal; socioeconomics; water supply; workshop; Copenhagen [(CTY) Hovedstaden]; Denmark; Hovedstaden"
"Megacity precipitationsheds reveal tele-connected water security challenges","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043788279&doi=10.1371%2fjournal.pone.0194311&partnerID=40&md5=cecd21bdc94a21c4d8a974f51415ad60",,"fresh water; ground water; surface water; fresh water; Article; controlled study; desalination; economic aspect; evaporation; fossil; land use; moisture; precipitation; recycling; rural area; sensitivity analysis; urban area; urbanization; vegetation; water stress; water supply; watershed management; atmosphere; China; city; ecosystem; human; Pakistan; procedures; season; urbanization; Atmosphere; China; Cities; Ecosystem; Fresh Water; Humans; Pakistan; Recycling; Seasons; Urbanization; Water Supply"
"Integrated economic and financial analysis of China's Sponge City Program for water-resilient urban development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042722271&doi=10.3390%2fsu10030669&partnerID=40&md5=d23616881c0164b21aba71e2f3cfca6f","China; Economic analysis; Financial analysis; Sponge City Program; Urban water management","economic analysis; financial services; integrated approach; private sector; urban area; urban development; water management; China"
"The role of informal small-scale water supply system in resolving drinking water shortages in peri-urban Dar Es Salaam, Tanzania","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041927814&doi=10.1016%2fj.apgeog.2018.02.001&partnerID=40&md5=3777598fd26b6d83a7b2af96be3d6a38","Dar es Salaam; Drinking water; Informal water providers; Peri-urban areas; Small-scale","accessibility; developing world; drinking water; informal sector; periurban area; service provision; water supply; Dar es Salaam [Dar es Salaam (RGA)]; Dar es Salaam [Tanzania]; Tanzania"
"Design and assessment of an efficient and equitable dynamic urban water tariff. Application to the city of Valencia, Spain","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039838471&doi=10.1016%2fj.envsoft.2017.12.018&partnerID=40&md5=95d8f39008f62c90a60da61b5bee9fcf","Dynamic tariff; Hydroeconomic modelling; Marginal value of water; Urban water management; Water pricing","Costs; Smart city; Water management; Water resources; Water supply; Efficient managements; Hydro-economic modelling; Marginal values; Urban water management; Volumetric rates; Water pricing; Water pricing policies; Water supply reservoirs; Reservoirs (water); assessment method; design; economic activity; electronic equipment; finance; household survey; marginalization; price dynamics; pricing policy; resource scarcity; urban area; urban planning; water management; water resource; water supply; water use; Comunidad Valencia; Jucar Basin; Spain; Valencia [Comunidad Valencia]"
"Phosphate leaching from green roof substrates-Can green roofs pollute urban water bodies?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042096881&doi=10.3390%2fw10020199&partnerID=40&md5=38d4cd8836d9bc3f16b8ba5de6723cbc","Eutrophication; Green roofs; Phosphorus; Substrates; Urban water bodies","Chlorine compounds; Eutrophication; Extraction; Leaching; Phosphorus; Storms; Substrates; Concentration ranges; Freshwater ecosystem; Green roof; Green roof substrates; Long term monitoring; Storm water runoff; Urban water bodies; Volume-weighted means; Roofs; concentration (composition); eutrophication; freshwater ecosystem; greenspace; leachate; leaching; phosphate; phosphorus; roof; runoff; stormwater; substrate; urban pollution; water pollution; water retention"
"Drug residues in urban water: A database for ecotoxicological risk management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026442793&doi=10.1016%2fj.scitotenv.2017.07.043&partnerID=40&md5=e51f190302a1a4274f10ade5c035b099","Adverse effects; Database; Ecotoxicological risk; Pharmaceuticals; Predicted environmental concentration; Predicted no effect concentration","Aquatic organisms; Database systems; Drug products; Hazards; Risk management; Surveys; Toxicity; Waste treatment; Wastewater treatment; Water treatment; Adverse effect; Ecotoxicological risk assessment; Ecotoxicological risks; Environmental hazards; Environmental problems; Predicted environmental concentrations; Predicted no-effect concentrations; Scientific literature; Risk assessment; atenolol; carbamazepine; ciprofloxacin; clarithromycin; cyclophosphamide; diclofenac; drug residue; erythromycin; estradiol; estrone; ethinylestradiol; flumequine; ibuprofen; ketoprofen; naproxen; ofloxacin; paracetamol; propranolol; salicylic acid; sulfamethoxazole; water; drug residue; concentration (composition); database; drug; ecotoxicology; risk assessment; urban area; wastewater treatment plant; adverse outcome; Article; case study; concentration (parameters); data analysis; data base; ecotoxicity; ecotoxicology; limit of detection; limit of quantitation; priority journal; risk assessment; risk management; stream (river); trophic level; urban area; waste water treatment plant; water pollutant; water sampling; analysis; city; environmental monitoring; factual database; river; water pollutant; Cities; Databases, Factual; Drug Residues; Ecotoxicology; Environmental Monitoring; Risk Assessment; Rivers; Water Pollutants, Chemical"
"Assessment of the municipal water cycle in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022332468&doi=10.1016%2fj.scitotenv.2017.07.072&partnerID=40&md5=0073609112ecba0f574d44e0f637dfd1","Municipal water cycle; Process water loss; Reclaimed water; Scenario analysis; Water efficiency; Water scarcity","Aquifers; Efficiency; Hydrogeology; Reclamation; Sewage treatment; Tectonics; Wastewater reclamation; Water supply; Water treatment; Municipal water; Process water; Re-claimed water; Scenario analysis; Water efficiency; Water scarcity; Produced Water; fresh water; acid mine drainage; assessment method; hydrological cycle; resource scarcity; water demand; water industry; water management; water resource; water use efficiency; aquifer; Article; China; cost effectiveness analysis; environmental monitoring; hydrosphere; Italy; priority journal; Russian Federation; safety; sewage; surface area; urban area; urbanization; water cycle; water flow; water management; water supply; China"
"Uncertainty in the analysis of urban water supply and distribution systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038429030&doi=10.2166%2fhydro.2017.134&partnerID=40&md5=17f3c72d1ece594eb86ea8fd52d87ba3",,
"Integrated assessment and scenarios simulation of urban water security system in the southwest of China with system dynamics analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034631310&doi=10.2166%2fwst.2017.333&partnerID=40&md5=c86bdb9214beffc259e8ad496b97a86c","Driving factor; Scenario parameters; System dynamics; Urban water security system","Economics; Geographic information systems; Irrigation; System theory; Water; Water quality; Water resources; Agricultural irrigation water; Driving factors; Evaluation index system; Quantitative calculation; Scenario parameters; Socio-economic systems; System Dynamics; Urban water securities; Security systems; fresh water; water; assessment method; environmental protection; freshwater; GIS; index method; integrated approach; qualitative analysis; scenario analysis; urban area; water availability; water demand; water quality; water resource; Article; China; geographic information system; human; qualitative analysis; simulation; spatial analysis; urban area; water management; water quality; water supply; chemistry; city; evaluation study; procedures; soil; standards; supply and distribution; system analysis; theoretical model; water conservation; Bijie; China; Guiyang; Guizhou; Zunyi; China; Cities; Conservation of Water Resources; Geographic Information Systems; Models, Theoretical; Soil; Systems Analysis; Water; Water Quality; Water Resources; Water Supply"
"Design and development of low P-emission substrate for the protection of urban water bodies collecting green roof runoff","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030650630&doi=10.3390%2fsu9101795&partnerID=40&md5=841641c6502995c56da612c45b78f9c7","Extensive green roof; Phosphorus; Runoff quality; Substrate composition","bulk density; design; leaching; limestone; outflow; permeability; phosphorus; rainwater; roof; runoff; substrate; urbanization; Dianthus carthusianorum; Dianthus deltoides; Phedimus kamtschaticus; Phedimus spurius; Sedum acre; Sedum album; Sedum reflexum; Sedum sexangulare; Thymus vulgaris"
"Water Footprint of 65 Mid- to Large-Sized U.S. Cities and Their Metropolitan Areas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030150316&doi=10.1111%2f1752-1688.12563&partnerID=40&md5=ee9b8201a7b304b7b7adf8d9bb383425","consumptive use; material flow; urban metabolism; virtual water; water footprint; water sustainability; water use","Agriculture; consumptive use; Material Flow; Urban metabolisms; Virtual water; Water footprint; Water sustainability; Water use; Water conservation; commodity; material flow analysis; metropolitan area; spatial resolution; sustainability; water footprint; water use; Gulf Coast [United States]; United States"
"Hidden greenhouse gas emissions for water utilities in China's cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024122880&doi=10.1016%2fj.jclepro.2017.06.042&partnerID=40&md5=e99fca29a0bc5eb31e0a1243440cf05a","Environmental input-Output analysis; GHG emission inventory; Scope 3 emissions; Urban water systems; Water-energy-GHG nexus","Carbon; Carbon dioxide; Climate change; Climate models; Developing countries; Gas emissions; Potable water; Reclamation; Supply chains; Wastewater treatment; Water; Water management; Water supply; Water treatment; Waterworks; Bottom-up estimations; Electricity-consumption; Environmental input-output analysis; GHG emission; Intergovernmental panel on climate changes; Urban water systems; Water energy; Water infrastructure; Greenhouse gases"
"Structuring Hydrosocial Relations in Urban Water Governance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016941347&doi=10.1080%2f24694452.2017.1293501&partnerID=40&md5=3a29592777c1b30021589ce5554a2abe","infrastructure; political ecology; stormwater; urban metabolism; water governance","decision making; infrastructure; stormwater; urban area; waste management; water management; water quality; California; Chicago; Illinois; Los Angeles [California]; United States"
"Probabilistic analysis and evaluation of nodal demand effect on transient analysis in urban water distribution systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019991758&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000797&partnerID=40&md5=57c8a0b5f8dc004890187148998c35cb","Demand impact factor (DIF); Nodal demand; Probabilistic analysis; Sensitivity analysis; Transient; Water distribution system (WDS)","Intelligent systems; Monte Carlo methods; Numerical methods; Probability distributions; Sensitivity analysis; Transients; Water distribution systems; Water supply systems; Global sensitivity analysis; Impact factor; Nodal demands; Numerical investigations; Parameter sensitivity analysis; Probabilistic analysis; Transient modeling and analysis; Urban water distribution system; Transient analysis; computer simulation; demand analysis; distribution system; Lagrangian analysis; Monte Carlo analysis; probability; sensitivity analysis; water management"
"Water governance and the quality of water services in the city of Melbourne","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945205287&doi=10.1080%2f1573062X.2015.1086008&partnerID=40&md5=6dd36fdacb5c71e0c4f0ccb56bf1b5be","Blue City Index®; City Blueprint®; climate change; Integrated water resources management; urban water","climate change; energy efficiency; governance approach; integrated approach; rainwater; stormwater; water management; water quality; Australia; Melbourne; Victoria [Australia]"
"Planning for infrastructure capacity expansion of urban water supply portfolios with an integrated simulation-optimization approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007006511&doi=10.1016%2fj.scs.2016.11.003&partnerID=40&md5=cadd05f458a9546164c52bfb2de57660","Brazil; Capacity expansion optimization; Urban water supply planning; Water supply loss reduction; Water supply portfolios","Cost reduction; Costs; Developing countries; Dynamic programming; Economics; Expansion; Investments; Quadratic programming; Reliability; Water supply systems; Brazil; Capacity expansion; Design and operations; Hydrologic conditions; Integrated simulations; Loss reduction; Urban water supply; Water supply infrastructures; Water supply"
"Urban Water Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011016362&doi=10.1002%2f9781119131755&partnerID=40&md5=acbe1c805048f112839ee0a6f859fe35",,"Electric utilities; Managers; Students; Water conservation; Global demand; International company; Policy makers; Undergraduate students; Urban water securities; Urban waters; Water footprint; Water insecurity; Climate change"
"Towards water sensitive cities in the Colorado River Basin: A comparative historical analysis to inform future urban water sustainability transitions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019084402&doi=10.3390%2fsu9050761&partnerID=40&md5=032715997523de952cf08c783bc5e784","Governance; Historical analysis; Sustainability; Transitions; Water","climate change; governance approach; historical perspective; sustainability; urban area; urban population; water budget; water supply; Arizona; Colorado; Colorado Basin [North America]; Denver; Las Vegas; Nevada; Phoenix; United States"
"Stormwater harvesting: Improving water security in South Africa's urban areas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013053992&doi=10.17159%2fsajs.2017%2f20160153&partnerID=40&md5=7381451e73a97aede0fad39240ac2739","Alternative water resources; Climate change resilience; Flood management; Sustainable drainage; Water scarcity","aquifer; climate change; drainage; flood control; flooding; food production; harvesting; living standard; population growth; recharge; surface water; urban area; urbanization; water budget; water demand; water planning; water resource; water supply; South Africa"
"Understanding public perception of and participation in non-revenue water management in Malaysia to support urban water policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011252555&doi=10.3390%2fw9010026&partnerID=40&md5=f23f63342c63fa9a608d67a9587f5a76","Non-revenue water; Public participation; Sustainable water management; Water policy","Public policy; Water conservation; Government agencies; Non-revenue waters; Policy implications; Public participation; Public perception; Resource utilizations; Sustainable water management; Water policies; Water management; local participation; policy analysis; public attitude; sustainability; urban area; water economics; water industry; water management; water planning; Malaysia"
"Practicing costumbres and the decommodification of nature: The Chilean water markets and the Atacameño people","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990924608&doi=10.1016%2fj.geoforum.2016.10.004&partnerID=40&md5=d09921dac31bf48c42112c948cbcb40a","Atacama Desert; Atacameño people; Chile; Cultural politics; Decommodification; Water markets","cultural relations; indigenous population; market system; political relations; Atacama Desert; Chile"
"Environmental groundwater vulnerability assessment in urban water mines (porto, NW Portugal)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005982461&doi=10.3390%2fw8110499&partnerID=40&md5=9eb3d5fff560ddc44010fa7b2a42b417","Groundwater ecotoxicology; Isotope tracers; NW portugal; Urban groundwater; Vulnerability mapping","Contamination; Ecology; Geographic information systems; Groundwater; Hydrogeology; Isotopes; Sewage; Eco-toxicology; Isotope tracers; Portugal; Urban groundwater; Vulnerability mappings; Groundwater pollution; biomineralization; ecotoxicology; environmental assessment; GIS; groundwater pollution; hydrogeology; integrated approach; isotopic analysis; pollutant source; radionuclide; spring water; toxicity; tracer; urban area; vulnerability; Porto [Porto (DST)]; Porto [Portugal]; Portugal"
"The impact of hospital and urban wastewaters on the bacteriological contamination of the water resources in Kinshasa, Democratic Republic of Congo","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978942716&doi=10.1080%2f10934529.2016.1198619&partnerID=40&md5=a33b89d157642b45d09295885f51c898","faecal indicator bacteria; hospital effluent; human health risk; human-specific Bacteroides; tropical condition; water pollution","Bacteria; Developing countries; Effluents; Escherichia coli; Health risks; Hospitals; Pollution; Polymerase chain reaction; Potable water; River pollution; Rivers; Sediments; Social aspects; Suspended sediments; Water; Water quality; Water resources; Water supply; Bacteroides; Faecal indicator bacteria; Hospital effluent; Human health risks; Tropical conditions; Water pollution; dissolved oxygen; organic matter; river water; water; waste water; Article; bacterium contamination; bacterium culture; bacterium detection; Bacteroides; colony forming unit; Congo; controlled study; effluent; Enterococcus faecalis; Escherichia coli; hospital waste; membrane filter; nonhuman; particle size; polymerase chain reaction; river ecosystem; sediment; urban area; waste water; water contamination; water sampling; water supply; water temperature; analysis; city; Democratic Republic Congo; environmental monitoring; feces; hospital; human; India; isolation and purification; microbiology; procedures; river; waste water; water quality; Cities; Democratic Republic of the Congo; Enterococcus faecalis; Environmental Monitoring; Escherichia coli; Feces; Geologic Sediments; Hospitals; Humans; India; Rivers; Waste Water; Water Microbiology; Water Quality"
"Effect of catchment-scale green roof deployment on stormwater generation and reuse in a tropical city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975078652&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000643&partnerID=40&md5=ea738890f4582721d3d08658662c570b","Drainage systems; Green roofs; Hydrologic modeling; Low-impact development; Reservoir operation; Stormwater management","Catchments; Engineering geology; Flood control; Potable water; Rain; Reservoir management; Roofs; Runoff; Storm sewers; Storms; Water supply; Drainage systems; Green roof; Hydrologic modeling; Low impact development; Reservoir operation; Storm-water managements; Reservoirs (water); catchment; drainage; hydrological cycle; hydrological modeling; metropolitan area; reservoir; roof; stormwater; urban area; urbanization; waste management"
"Applying an integrated methodology toward non-revenue water reduction: the case of Nicosia, Cyprus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929590898&doi=10.1080%2f19443994.2015.1048537&partnerID=40&md5=6293cf7765ec1dc106bec383698d44ba","Active leakage control; Non-Revenue Water; NRW reduction measures; Pressure management; Water losses","decision support system; integrated approach; leakage; urban area; water industry; water management; water supply; Cyprus; Nicosia [Cyprus]; Nicosia [Nicosia (DST)]"
"Flooding the sanitary city: Planning discourse and the materiality of urban sanitation in Hanoi","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958526180&doi=10.1080%2f13604813.2015.1125717&partnerID=40&md5=e4f384ba06f38910d73d50bb6ab21650","Global South; Hanoi; sanitation planning; urban infrastructures; urban political ecology",
"Sustainable Application of a Novel Water Cycle Using Seawater for Toilet Flushing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020517183&doi=10.1016%2fJ.ENG.2016.04.013&partnerID=40&md5=ed571df8691fa918a9398dd858931232","Alternative water resources; Life-cycle assessment; SANI; Seawater toilet flushing; Urban water system","Beaches; Desalination; Environmental impact; Life cycle; Population distribution; Population dynamics; Population statistics; Seawater; Seawater effects; Sensitivity analysis; Sulfur compounds; Sustainable development; Urban growth; Waste treatment; Wastewater reclamation; Wastewater treatment; Water; Water supply; Water supply systems; Waterworks; Alternative water resource; Life Cycle Assessment (LCA); SANI; Toilet flushing; Urban water systems; Water resources"
"Modular concept for municipal water management in the Kharaa River Basin, Mongolia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019744956&doi=10.1007%2f978-3-319-25071-7_25&partnerID=40&md5=e52083d3e3bb14207743481a98fc4fe9",,
"Do machine learning methods used in data mining enhance the potential of decision support systems? A review for the urban water sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002156811&doi=10.3233%2fAIC-160714&partnerID=40&md5=4d3c15840307bd7f74b2320a6d14fe09","AI; decision support; review; urban water system","Artificial intelligence; Bayesian networks; Case based reasoning; Complex networks; Data encapsulation; Data mining; Decision making; Learning systems; Neural networks; Reviews; Sustainable development; Water treatment; Waterworks; Artificial intelligence methods; Decision support system (dss); Decision supports; Decision-making practices; Full-scale implementation; Knowledge generations; Machine learning methods; Urban water systems; Decision support systems"
"Water consumption characteristics at a sustainable residential development with rainwater-sourced hot water supply","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930171624&doi=10.1016%2fj.jclepro.2015.04.091&partnerID=40&md5=f0d15336716da7912163261698b4afc0","Rainwater; Sustainable urban development; Urban water planning; Water demand management","Building codes; Catchments; Energy utilization; Housing; Tanks (containers); Urban growth; Urban planning; Water; Alternative water sources; Building Code of Australia; Rainwater; Residential development; Sustainable urban development; Urban water planning; Water Demand Management; Water sensitive urban design (WSUD); Water supply"
"A structure-efficiency based performance evaluation of the urban water cycle in northern China and its policy implications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945273575&doi=10.1016%2fj.resconrec.2015.09.011&partnerID=40&md5=3b0d0ea819c5ad6d8155c18c32f9700f","Cluster analysis technique; Entropy weight method; Haihe River basin; Sensitivity analysis; Structure-efficiency index; Urban water management","Cluster analysis; Efficiency; Entropy; Public policy; Sensitivity analysis; Structural optimization; Wastewater treatment; Water management; Water supply; Water supply systems; Watersheds; Cluster analysis technique; Entropy weight method; Haihe River basin; Structure efficiencies; Urban water management; Water resources; ground water; rain; cluster analysis; efficiency measurement; performance assessment; policy making; sensitivity analysis; structural analysis; urban area; water management; water supply; water use; analysis; Article; China; cluster analysis; entropy weight method; evaluation study; policy; sensitivity analysis; structure efficiency index; urban water cycle; urbanization; waste water management; water cycle; water supply; Beijing [Beijing (ADS)]; Beijing [China]; China; Hai Basin; Tianjin"
"Water Pricing in Australia: Unbundled Politics, Accounting, and Water Pricing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060721375&doi=10.1007%2f978-3-319-16465-6_2&partnerID=40&md5=183c86f7f3d79e310df62f98e48d0a0b","Australia; Environmental water pricing; Rural water pricing; Sewage charges; Urban water pricing",
